# Simulation 991
# RelativeTime(days) Magnitude Generation Latitude Longitude
Time Mag Gen Lat Lon
7.000	 2.64	 1	 -41.5858	  174.1611
7.003	 2.36	 1	 -41.6874	  174.2760
7.006	 2.14	 1	 -42.2912	  173.8602
7.006	 2.25	 1	 -41.7259	  174.2487
7.007	 2.64	 1	 -41.9198	  173.6996
7.008	 2.20	 1	 -41.6829	  174.4258
7.010	 2.09	 1	 -41.7369	  174.0976
7.010	 2.02	 1	 -41.7903	  174.2605
7.011	 2.03	 1	 -42.4670	  173.3859
7.012	 2.07	 1	 -42.5032	  173.0471
7.014	 2.20	 1	 -41.7379	  174.3675
7.018	 2.06	 1	 -38.4124	  174.8974
7.018	 2.40	 1	 -42.1942	  173.7301
7.018	 2.83	 1	 -41.8828	  174.1175
7.019	 2.01	 1	 -41.6652	  174.4417
7.026	 2.02	 1	 -43.6882	  171.9747
7.027	 2.40	 1	 -42.4695	  173.1545
7.027	 2.49	 1	 -42.4591	  173.1382
7.030	 2.61	 1	 -42.6561	  173.0252
7.036	 2.01	 1	 -39.0083	  177.8283
7.037	 2.78	 1	 -42.5786	  173.7513
7.039	 2.07	 1	 -42.6066	  173.7072
7.043	 2.27	 1	 -42.3385	  173.8887
7.045	 2.61	 1	 -42.7407	  173.0799
7.046	 2.27	 2	 -41.4493	  174.2726
7.049	 2.23	 1	 -42.6313	  174.0079
7.054	 2.32	 1	 -42.6000	  173.0299
7.054	 2.14	 1	 -41.9680	  174.0506
7.055	 3.00	 1	 -41.9822	  173.8530
7.055	 2.65	 1	 -41.6684	  174.3016
7.057	 2.10	 1	 -42.0858	  172.4907
7.060	 2.55	 1	 -42.3654	  173.2471
7.062	 2.00	 1	 -42.4744	  172.9808
7.065	 2.08	 1	 -42.0245	  173.7351
7.066	 2.25	 1	 -41.7193	  174.3649
7.066	 2.94	 1	 -42.3181	  173.2600
7.068	 3.15	 1	 -41.6768	  174.1457
7.068	 2.21	 1	 -42.0381	  173.5082
7.071	 2.19	 1	 -42.7140	  173.3643
7.072	 2.31	 1	 -42.3474	  173.5937
7.073	 3.43	 1	 -42.5517	  173.2136
7.075	 2.20	 1	 -41.7209	  174.3225
7.080	 2.01	 1	 -42.2771	  174.0492
7.082	 2.91	 1	 -42.3456	  173.3524
7.083	 2.43	 1	 -41.8264	  174.3275
7.084	 2.70	 1	 -42.6223	  173.1367
7.088	 2.17	 1	 -42.8799	  173.2835
7.088	 2.64	 1	 -41.8376	  174.3052
7.091	 2.18	 1	 -42.4726	  173.1802
7.092	 3.15	 1	 -42.8656	  173.0250
7.095	 2.14	 1	 -42.0598	  173.7643
7.098	 2.32	 1	 -43.6300	  172.8068
7.100	 2.01	 1	 -42.7016	  173.1335
7.107	 2.11	 1	 -42.0516	  174.0228
7.110	 2.28	 1	 -41.7251	  174.2755
7.112	 2.45	 1	 -42.1756	  173.5978
7.112	 3.51	 1	 -41.6772	  174.2337
7.113	 2.56	 1	 -42.2826	  173.5895
7.113	 2.03	 1	 -41.8105	  174.1549
7.115	 2.11	 1	 -42.6176	  172.7508
