# Header
-43.99548357, 171.27076112, 4.1603006121626075E-4
-43.99548357, 171.32076112, 4.3317785799661807E-4
-43.99548357, 171.37076112, 4.5104192066328856E-4
-43.99548357, 171.42076112, 4.696328675644498E-4
-43.99548357, 171.47076112, 4.889571970446122E-4
-43.99548357, 171.52076112, 5.09016436553589E-4
-43.99548357, 171.57076112, 5.298062066321451E-4
-43.99548357, 171.62076112, 5.513152066104703E-4
-43.99548357, 171.67076112, 5.735241344560782E-4
-43.99548357, 171.72076112, 5.964045600655018E-4
-43.99548357, 171.77076112, 6.199177793795097E-4
-43.99548357, 171.82076112, 6.440136858551575E-4
-43.99548357, 171.87076112, 6.686297057099229E-4
-43.99548357, 171.92076112, 6.936898533988636E-4
-43.99548357, 171.97076112, 7.191039731797647E-4
-43.99548357, 172.02076112, 7.44767240279421E-4
-43.99548357, 172.07076112, 7.705599997840686E-4
-43.99548357, 172.12076112, 7.963480214758298E-4
-43.99548357, 172.17076112, 8.219832429609258E-4
-43.99548357, 172.22076112, 8.473050603407002E-4
-43.99548357, 172.27076112, 8.721422045969284E-4
-43.99548357, 172.32076112, 8.963152128071895E-4
-43.99548357, 172.37076112, 9.196394673036046E-4
-43.99548357, 172.42076112, 9.419287351387932E-4
-43.99548357, 172.47076112, 9.629990980797386E-4
-43.99548357, 172.52076112, 9.826731240630286E-4
-43.99548357, 172.57076112, 0.0010007840992882172
-43.99548357, 172.62076112, 0.0010171801203245553
-43.99548357, 172.67076112, 0.0010317278411870081
-43.99548357, 172.72076112, 0.0010443156830584083
-43.99548357, 172.77076112, 0.0010548563438328713
-43.99548357, 172.82076112, 0.0010632884883679074
-43.99548357, 172.87076112, 0.0010695775538051926
-43.99548357, 172.92076112, 0.0010737156618780544
-43.99548357, 172.97076112, 0.0010757206857575775
-43.99548357, 173.02076112, 0.001075634567259418
-43.99548357, 173.07076112, 0.0010735210170255461
-43.99548357, 173.12076112, 0.0010694627532717078
-43.99548357, 173.17076112, 0.0010635584433990686
-43.99548357, 173.22076112, 0.0010559195084231291
-43.99548357, 173.27076112, 0.0010466669352200229
-43.99548357, 173.32076112, 0.0010359282191595013
-43.99548357, 173.37076112, 0.0010238345330689414
-43.99548357, 173.42076112, 0.0010105181906603056
-43.99548357, 173.47076112, 9.961104459933212E-4
-43.99548357, 173.52076112, 9.807396469872077E-4
-43.99548357, 173.57076112, 9.645297414662869E-4
-43.99548357, 173.62076112, 9.475991191466693E-4
-43.99548357, 173.67076112, 9.300597622706782E-4
-43.99548357, 173.72076112, 9.120166708617386E-4
-43.99548357, 173.77076112, 8.935675252004819E-4
-43.99548357, 173.82076112, 8.748025474249848E-4
-43.99548357, 173.87076112, 8.558045254523923E-4
-43.99548357, 173.92076112, 8.366489650867802E-4
-43.99548357, 173.97076112, 8.174043396890331E-4
-43.99548357, 174.02076112, 7.981324107167504E-4
-43.99548357, 174.07076112, 7.788885964726378E-4
-43.99548357, 174.12076112, 7.597223702983855E-4
-43.99548357, 174.17076112, 7.406776730669423E-4
-43.99548357, 174.22076112, 7.217933280675591E-4
-43.99548357, 174.27076112, 7.031034492051359E-4
-43.99548357, 174.32076112, 6.846378358398262E-4
-43.99548357, 174.37076112, 6.664223495910933E-4
-43.99548357, 174.42076112, 6.484792700557007E-4
-43.99548357, 174.47076112, 6.308276276794639E-4
-43.99548357, 174.52076112, 6.13483513024081E-4
-43.99548357, 174.57076112, 5.964603624254808E-4
-43.99548357, 174.62076112, 5.797692205908114E-4
-43.99548357, 174.67076112, 5.634189810666835E-4
-43.99548357, 174.72076112, 5.474166057635943E-4
-43.99548357, 174.77076112, 5.317673248716224E-4
-43.99548357, 174.82076112, 5.164748185740409E-4
